Layer,PositionX,PositionY,PositionZ,ForwardX,ForwardY,ForwardZ,NormalX,NormalY,NormalZ
INSTANTIATE::ENVIRONMENT::LAMP,-470.243255615234,0,-187.353164672852,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-470.243255615234,0,-212.778244018555,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-470.243255615234,0,-200.065704345703,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-470.243255615234,0,-187.353164672852,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-476.243255615234,0,-212.778244018555,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-487.621634347098,0,-212.778244018555,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-499.000013078962,0,-212.778244018555,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-510.378391810826,0,-212.778244018555,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-521.756770542689,0,-212.778244018555,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-533.135149274553,0,-212.778244018555,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-544.513528006417,0,-212.778244018555,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-555.891906738281,0,-212.778244018555,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-555.891906738281,0,-212.778244018555,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-555.891906738281,0,-200.065704345703,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-555.891906738281,0,-187.353164672852,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-476.243255615234,0,-212.778244018555,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-476.243255615234,0,-200.065704345703,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-476.243255615234,0,-187.353164672852,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-555.891906738281,0,-187.353164672852,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-544.513528006417,0,-187.353164672852,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-533.135149274553,0,-187.353164672852,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-521.756770542689,0,-187.353164672852,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-510.378391810826,0,-187.353164672852,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-499.000013078962,0,-187.353164672852,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-487.621634347098,0,-187.353164672852,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-476.243255615234,0,-187.353164672852,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-470.243255615234,0,-253.804229736328,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-458.86487688337,0,-253.804229736328,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-447.486498151507,0,-253.804229736328,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-436.108119419643,0,-253.804229736328,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-424.729740687779,0,-253.804229736328,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-413.351361955915,0,-253.804229736328,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-401.972983224052,0,-253.804229736328,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-390.594604492188,0,-253.804229736328,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-390.594604492188,0,-253.804229736328,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-390.594604492188,0,-264.716873168946,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-390.594604492188,0,-275.629516601563,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-470.243255615234,0,-253.804229736328,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-470.243255615234,0,-264.716873168946,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-470.243255615234,0,-275.629516601563,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-390.594604492188,0,-275.629516601563,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-401.972983224052,0,-275.629516601563,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-413.351361955915,0,-275.629516601563,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-424.729740687779,0,-275.629516601563,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-436.108119419643,0,-275.629516601563,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-447.486498151507,0,-275.629516601563,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-458.86487688337,0,-275.629516601563,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-470.243255615234,0,-275.629516601563,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-189.297302246094,0,-209.178466796875,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-200.675680977958,0,-209.178466796875,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-212.054059709822,0,-209.178466796875,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-223.432438441686,0,-209.178466796875,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-234.810817173549,0,-209.178466796875,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-246.189195905413,0,-209.178466796875,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-257.567574637277,0,-209.178466796875,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-268.945953369141,0,-209.178466796875,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-268.945953369141,0,-209.178466796875,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-268.945953369141,0,-196.765823364258,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-189.297302246094,0,-209.178466796875,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-189.297302246094,0,-198.265815734864,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-189.297302246094,0,-187.353164672852,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-268.945953369141,0,-196.765823364258,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-257.567574637277,0,-195.421157836914,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-246.189195905413,0,-194.076492309571,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-234.810817173549,0,-192.731826782227,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-223.432438441686,0,-191.387161254883,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-212.054059709822,0,-190.042495727539,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-200.675680977958,0,-188.697830200196,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-189.297302246094,0,-187.353164672852,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-268.945953369141,0,-302.255279541016,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-268.945953369141,0,-291.342636108399,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-268.945953369141,0,-280.429992675781,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-268.945953369141,0,-280.429992675781,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-257.567574637277,0,-280.429992675781,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-246.189195905413,0,-280.429992675781,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-234.810817173549,0,-280.429992675781,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-223.432438441686,0,-280.429992675781,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-212.054059709822,0,-280.429992675781,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-200.675680977958,0,-280.429992675781,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-189.297302246094,0,-280.429992675781,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-268.945953369141,0,-302.255279541016,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-257.567574637277,0,-302.255279541016,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-246.189195905413,0,-302.255279541016,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-234.810817173549,0,-302.255279541016,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-223.432438441686,0,-302.255279541016,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-212.054059709822,0,-302.255279541016,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-200.675680977958,0,-302.255279541016,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-189.297302246094,0,-302.255279541016,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-189.297302246094,0,-280.429992675781,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-189.297302246094,0,-291.342636108399,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-189.297302246094,0,-302.255279541016,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-189.297302246094,0,-275.629516601563,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-200.675680977958,0,-275.629516601563,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-212.054059709822,0,-275.629516601563,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-223.432438441686,0,-275.629516601563,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-234.810817173549,0,-275.629516601563,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-246.189195905413,0,-275.629516601563,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-257.567574637277,0,-275.629516601563,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-268.945953369141,0,-275.629516601563,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-268.945953369141,0,-275.629516601563,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-268.945953369141,0,-264.716873168946,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-268.945953369141,0,-253.804229736328,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-189.297302246094,0,-275.629516601563,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-189.297302246094,0,-264.716873168946,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-189.297302246094,0,-253.804229736328,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-268.945953369141,0,-253.804229736328,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-257.567574637277,0,-253.804229736328,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-246.189195905413,0,-253.804229736328,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-234.810817173549,0,-253.804229736328,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-223.432438441686,0,-253.804229736328,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-212.054059709822,0,-253.804229736328,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-200.675680977958,0,-253.804229736328,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-189.297302246094,0,-253.804229736328,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-189.297302246094,0,-213.978927612305,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-189.297302246094,0,-225.254028320313,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-189.297302246094,0,-236.52912902832,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-189.297302246094,0,-247.804229736328,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-189.297302246094,0,-247.804229736328,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-200.675680977958,0,-247.804229736328,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-212.054059709822,0,-247.804229736328,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-223.432438441686,0,-247.804229736328,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-234.810817173549,0,-247.804229736328,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-246.189195905413,0,-247.804229736328,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-257.567574637277,0,-247.804229736328,1,0,0,0,1,0
INSTANTIATE::ENVIRONMENT::LAMP,-268.945953369141,0,-247.804229736328,1,0,0,0,1,0
